"번호","주제분류","문화시설명","주소","자치구","위도","경도","전화번호","팩스번호","홈페이지","관람시간","관람료","휴관일","개관일자","객석수","대표이미지","기타사항","시설소개","무료구분","지하철","버스정거장","YELLOW","GREEN","BLUE","RED","공항버스"
"347","미술관/갤러리","북서울꿈의숲아트센터 드림갤러리","서울특별시 강북구 월계로 173","강북구","37.6202544613023","127.044324732036","02-2289-5401","","https://www.sejongpac.or.kr/dfac/main/contents.do?menuNo=1200024","","전시별 상이","월요일","","","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=0a79696cd7c647f185a0072a4f8f3b3e&thumb=Y","","<div><span style='font-size: 18.6667px;'>꿈의숲아트센터 드림갤러리는 전문가와 지역주민들이 참여하고 함께 구성해 가는 문화공간입니다.</span></div><div><span style='font-size: 18.6667px;'>개관 이후 현재까지 사진전, 회화전, 공예전, 설치 미술전, 생활 전시 등 다양한 장르의 전시를 개최하고 있습니다.</span></div><div><span style='font-size: 18.6667px;'>이를 통해 시민들에게 미술에 대한 접근성을 높이고 지역주민들의 예술적 소양 함양의 창구 역할을 할 수 있도록 계획되었으며, 신진작가와 시민 예술가들을 위한 갤러리로 입지를 굳히고 있습니다.</span></div>","유료","","","","","","",""
"348","도서관","국사봉숲속작은도서관","서울 동작구 양녕로23길 27 국사봉숲속작은도서관","동작구","37.4954335061088","126.940590178496","홈페이지 참고","","https://lib.dongjak.go.kr/dj/html.do?menu_idx=84","","0","매주 월요일, 법정 공휴일","","","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=9a1d6d32a4384de0b7e9ef4ae45cc498&thumb=Y","","<div style='text-align: center;' align='center'><span style='font-size: 14pt;'>남녀노소 모두에게 열린 배움과 어울림, 책과 쉼이 있는 공간 숲속 작은 도서관으로 놀러요세요.</span></div>","무료","","","","","","",""
"349","미술관/갤러리","탑골미술관(서울노인복지센터)","서울특별시 종로구 삼일대로 467","종로구","37.5759657913407","126.985853298403","02-6220-8663","","https://www.instagram.com/topgoal.art/","","0","주말, 공휴일","","","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=fcde20f66e614aa39fcfa637b3d34869&thumb=Y","","<p class='fs24' style='line-height: 1.8;'><span style='font-size: 12pt;' 나눔고딕',nanumgothic;='' font-size:='' 10pt;'=''>탑골미술관의 지리적 위치는 역사적 배경에 따라 다양한 공간으로 변모해왔습니다.</span></p><p class='fs24' style='line-height: 1.8;'><span style='font-size: 12pt;' 나눔고딕',nanumgothic;='' font-size:='' 10pt;'=''>1880년대 한국 최초의 근대 신문인 한성주보가 발간되었고, </span></p><p class='fs24' style='line-height: 1.8;'><span style='font-size: 12pt;' 나눔고딕',nanumgothic;='' font-size:='' 10pt;'=''>1900년 한국 최초 설립된 관립여학교 한성고등여학교 후신인 경성여고보서의 여성독립운동가들이 활약했었으며, 1960년대는 통계청 전신인 경제기획원조사통계국이었습니다.</span></p><p class='fs24'><br></p><p class='fs24' style='line-height: 1.8;'><span style='font-size: 12pt;' 나눔고딕',nanumgothic;='' font-size:='' 10pt;'=''>그리고 마로 이 자리에 어르신의 더 나은 일상을 위해 서울노인복지센터가 생기면서 예술의 문턱을 낮추어 자연스러운 일상의 문화를 만들고자 탑골미술관이 생겨났습니다.</span></p><p class='fs24'><br></p><p class='fs24' style='line-height: 1.8;'><span style='font-size: 12pt;' 나눔고딕',nanumgothic;='' font-size:='' 10pt;'=''>이 공간의 역사적 시간들을 다양한 전시로 풀어내며 전혀 다른 공간임에도 각각 시대에 대한 애정과 삶에 대한 열정이 있음을 깨달을 수 있습니다.</span></p><p class='fs24' style='line-height: 1.8;'><span style='font-size: 12pt;' 나눔고딕',nanumgothic;='' font-size:='' 10pt;'=''>공간이 갖는 의미와 역사는 이곳을 살았던 많은 이들의 더 나은 삶에 대한 열정과 마음이 채워져 만들어가는 것은 아닐까 합니다.</span></p><p class='fs24'><br></p><p class='fs24' style='line-height: 1.8;'><span style='font-size: 12pt;' 나눔고딕',nanumgothic;='' font-size:='' 10pt;'=''>탑골미술관은 다양한 세대가 미술을 통해 소통하고 교감하는 </span><span style='font-size: 12pt;' 나눔고딕',nanumgothic;='' font-size:='' 10pt;'=''>“</span><span class='point bold' style='font-size: 12pt;' 나눔고딕',nanumgothic;='' font-size:='' 10pt;'=''>열린 문화예술공간</span><span style='font-size: 12pt;' 나눔고딕',nanumgothic;='' font-size:='' 10pt;'=''>”을 지향합니다.</span></p>","무료","","","","","","",""
"350","기타","남산공원 호현당","서울 중구 회현동1가 산 1-44","중구","37.5550484830696","126.98043243063","02-3783-5995","","http://parks.seoul.go.kr/","","0","프로그램별 상이","","","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=1426dc7b7d7745edad4fd8b23ab71d38&thumb=Y","","<p><br></p><p style='line-height: 1.8;'><span style='font-size: 14pt;'>남산공원 회현자락에 위치하고 있는 한옥건물인 '호현당'은&nbsp;</span></p><p style='line-height: 1.8;'><span style='font-size: 14pt;'>내외국인들이 이용할 수 있는 '서당'이다.&nbsp;</span></p><p><br></p><p style='line-height: 1.8;'><span style='font-size: 14pt;'>'어진 사람들이 좋아하는 집'이라는 의미를 가진 호현당은&nbsp;</span></p><p style='line-height: 1.8;'><span style='font-size: 14pt;'>시민과 함께하는 마음을 갖는다는 뜻의 '동심방'과&nbsp;</span></p><p style='line-height: 1.8;'><span style='font-size: 14pt;'>산과 경치를 좋아한다는 뜻의 누마루 공간인 '요산방'으로 구성되어 있다.&nbsp;</span></p><p><br></p><p style='line-height: 1.8;'><span style='font-size: 14pt;'>호현당에서는 어린이를 동반한 가족들이 함께할 수 있는 다양한 예절 프로그램들이 운영되고 있다.&nbsp;</span></p><p style='line-height: 1.8;'><span style='font-size: 14pt;'><br></span></p><p style='line-height: 1.8;'><span style='font-size: 18.6667px;'>이용예약은 <a href='https://yeyak.seoul.go.kr/' target='_blank'><b><span style='color: rgb(15, 70, 239);'>서울시 공공서비스예약 홈페이지</span></b></a>에서 '호현당'으로 검색하여 프로그램 신청</span></p>","무료","","","","","","",""
"351","박물관/기념관","전태일기념관","서울특별시 종로구 청계천로 105","종로구","37.5684664512813","126.989300313392","02-318-0903","","http://taeil.org","","0","매주 월요일, 1월 1일, 설날(당일), 추석(당일) 공휴일 개관 후 익일 임시 휴관","","","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=2da03a8f5fb84ccea0b9e67bd9233be2&thumb=Y","","<p><span style='font-size: 14pt;'>아름다운청년 전태일기념관은 한국노동운동사에서 중요한 기점을 마련한 저내일의 역사적 의미를 재조명하기 위해 서울시가 건림한 노동복합시설입니다.</span></p><p><span style='font-size: 14pt;'>전태일은 노동자가 건강하게 일하고 공부할 수 있는 사람 중심의 세상을 만들기 위해 자신의 모든 것을 바쳤습니다.</span></p><p><span style='font-size: 14pt;'>아름다운청년 전태일기념관은 전태일의 꿈을 이루기 위한 사랑?연대의 정신으로 노동자?청년?시민과 함께 행동하고자 합니다.</span></p>","무료","","","","","","",""
"352","미술관/갤러리","동작아트갤러리","서울특별시 동작구 보라매로5길 28-1","동작구","37.4937925089905","126.923108368608","070-7204-3257","","https://www.idfac.or.kr/sub_new/menu02_01_01.php","","0","매주 일?월요일, 법정공휴일","","","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=64112524fe494dd690760322fc821827&thumb=Y","","<span style='font-size: 14pt;'>동작구 신대방동 보라매공원 내 위치한 동작아트갤러리는 1960년대 공군사관생도들이 사용하던 舊성무교회 건물을 리모델링하여 설립한 동작구 최초의 문화예술 전시공간입니다. 박공모양의 지붕과 수직성을 강조한 내부 공간 등 독특한 건축기법으로 설계된 동작아트갤러리는 그 역사와 건축양식의 특수성을 인정받아 2019년 3월 등록문화재 744호로 지정되었습니다. 현재 동작아트갤러리는 동작구 지역문화예술진흥과 동작문화재단의 예술교류 활성화를 위한 복합문화공간으로 활용되고 있습니다.</span>","무료","","","","","","",""
"353","공연장","북서울꿈의숲아트센터","서울특별시 강북구 월계로 173","강북구","37.6202544613023","127.044324732036","02-2289-5401","","https://www.sejongpac.or.kr/dfac/main/main.do","","프로그램별 상이","연중무휴","","","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=39ede18c3a6e46c1a76d2c7252d05088&thumb=Y","","<h3 style='text-size-adjust: none; margin: 0px; padding: 0px 0px 20px; font-family: ' noto='' sans='' kr',='' sans-serif;='' letter-spacing:='' -0.5px;='' font-size:='' 1.25em;='' color:='' rgb(34,='' 34,='' 34);='' background-color:='' rgb(255,='' 255,='' 255);'=''><span style='font-size: 14pt;'>꿈의숲 아트센터</span></h3><p style='text-size-adjust: none; font-family: ' noto='' sans='' kr',='' sans-serif;='' color:='' rgb(102,='' 102,='' 102);='' font-size:='' 16px;='' letter-spacing:='' -0.3px;='' background-color:='' rgb(255,='' 255,='' 255);'=''><span style='font-size: 14pt;'>북서울꿈의숲 서문에 위치한 꿈의숲 아트센터는 20여만평의 대자연 속에 위치하여 자연과 하나가 되는 공연장(퍼포먼스홀, 콘서트홀), 드림갤러리, 레스토랑, 카페등으로 이루어져 있습니다.</span></p><p style='text-size-adjust: none; font-family: ' noto='' sans='' kr',='' sans-serif;='' color:='' rgb(102,='' 102,='' 102);='' font-size:='' 16px;='' letter-spacing:='' -0.3px;='' background-color:='' rgb(255,='' 255,='' 255);'=''><span style='font-size: 14pt;'>자연과 함께 예술과 문화가 흐르는 꿈의숲 아트센터는 시민 여러분의 삶 속에 꿈이 모여 숲을 이루는 장소 그 자체가 될 것입니다.</span></p>","유료","","","","","","",""
"354","기타","강남시니어플라자","서울특별시 강남구 봉은사로 332","강남구","37.5097871620279","127.043218315638","02-3467-9900","02-2051-9020","https://www.gangnam.go.kr/office/seniorplaza","","0","평일 주중운영","","","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=6ab79d32ffa8414bbb4bf2edf681ceff&thumb=Y","","<p class='big'><span style='font-size: 14pt;'>시니어의 활기찬 노후를 꿈꾸고, 실현하는 공간. </span><br><span style='font-size: 14pt;'>강남시니어플라자를 찾아주신 모든 분들에게 깊은 감사를 드립니다.</span></p><p><span style='font-size: 14pt;'>강남시니어플라자는 시니어들의 성공적인 제2의 인생설계를 위해, </span><br><span style='font-size: 14pt;'>주체적이고 활동적인 노년의 삶, </span><strong><span style='font-size: 14pt;'>'新'노년 라이프 스타일</span></strong><span style='font-size: 14pt;'>을 추구합니다.</span></p><p><span style='font-size: 14pt;'>지역사회에 시니어의 사회적 참여?활동이 중요한 만큼, </span><br><span style='font-size: 14pt;'>시니어들의 재능과 열정, 세대통합의 욕구를 반영하는 사업으로, </span><br><span style='font-size: 14pt;'>행복하고 성공적인 노후를 위한 장을 마련하겠습니다.</span></p><p><span style='font-size: 14pt;'>또한 강남구 지역주민의 높은 문화적 수준과 욕구를 반영하는 </span><br><span style='font-size: 14pt;'>고품격 프로그램으로 신노년 문화의 선도적인 역할을 해나갈 것입니다. </span></p><p><span style='font-size: 14pt;'>강남스타일의 전문적인 복지서비스로 지역사회의 문제를 함께 해결하며 </span><br><span style='font-size: 14pt;'>품격 있는 어른의 향기가 풍기는 신노년문화 창출을 위해</span><br><span style='font-size: 14pt;'> 최선을 다하도록 하겠습니다. </span></p><p><span style='font-size: 14pt;'>'시니어의 성공적 노후와 행복 동행!!' </span><br><span style='font-size: 14pt;'>강남시니어플라자에서 만나는 모든 시니어를 응원합니다.</span></p>","무료","","","","","","",""
"355","문화원","동작문화원 동작본원","서울 동작구 장승배기로10길 42 동작문화복지센타","동작구","37.5044455276","126.941088352368","02-822-8500","02-822-5003","http://www.dongjaktv.net","","0","토,일,공휴일","","","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=20bb7e381cef4f5eae8616c6c343aef7&thumb=Y","","<div><span style='font-size: 14pt;'>동작문화원 누리집을 방문하신 여러분을 진심으로 환영합니다.</span></div><div><span style='font-size: 12px;'><br></span></div><div><span style='font-size: 14pt;'>안녕하십니까.</span></div><div><span style='font-size: 14pt;'>동작문화원 누리집을 방문해 주셔서 진심으로 감사드립니다.</span></div><div><span style='font-size: 12px;'><br></span></div><div><span style='font-size: 14pt;'>오늘날 우리의 삶 전체가 문화예술과 연결되어 있다고 해도 무리하지 않은 이유는 문화와 예술이 삶의 가치와 행복을 느끼게 하며 풍요로운 인생을 살아가게 하기 때문입니다.</span></div><div><span style='font-size: 12px;'><br></span></div><div><span style='font-size: 14pt;'>1998년 설립한 동작문화원은 지난 24년 동안 지역사회와 가장 가까운 데에서 지역문화 의식 고취를 위해 노력해 왔습니다. 시민강좌, 기획공연, 학술세미나 등 다양한 문화사업을 기획하고 동작구의 문화적 환경조성과 더불어 삶을 향상시키고자 주민 누구에게나 열려있는 문화예술활동을 지원하고 있습니다.</span></div><div><span style='font-size: 12px;'><br></span></div><div><span style='font-size: 14pt;'>동작문화원을 사랑하고 응원해주시는 지역주민들의 변함없는 성원에 힘입어 다양한 문화예술 프로그램을 통하여 최선의 노력을 다하는 문화원이 되도록 노력하겠습니다. 감사합니다.</span></div><div><span style='font-size: 12px;'><br></span></div><div><span style='font-size: 14pt;'>동작문화원 원장</span></div>","무료","","","","","","",""
"356","문화예술회관","충무아트센터","서울특별시 중구 퇴계로 387","중구","37.5659409687669","127.014790889728","02-2230-6601","","http://www.caci.or.kr","","공연 별 상이","월요일","","","https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=fa8873896c4a47ffa7f7121c82f4b2cd&thumb=Y","","<p class='0' style='text-align: center; line-height: 1.8;' align='center'><span style='font-size: 14pt;'>클래식과 연극</span><span lang='EN-US' style='font-family: 함초롬바탕; letter-spacing: 0pt; font-size: 14pt;'>, </span><span style='font-size: 14pt;'>뮤지컬 등 다양한 공연을 위한 최적의 관람환경을 갖춘 대극장</span><span lang='EN-US' style='font-family: 함초롬바탕; letter-spacing: 0pt; font-size: 14pt;'>(1,211</span><span style='font-size: 14pt;'>석</span><span lang='EN-US' style='font-family: 함초롬바탕; letter-spacing: 0pt; font-size: 14pt;'>)</span><span style='font-size: 14pt;'>과 중극장 블랙</span><span lang='EN-US' style='font-family: 함초롬바탕; letter-spacing: 0pt; font-size: 14pt;'>(305</span><span style='font-size: 14pt;'>석</span><span lang='EN-US' style='font-family: 함초롬바탕; letter-spacing: 0pt; font-size: 14pt;'>), </span><span style='font-size: 14pt;'>소극장 블루</span><span lang='EN-US' style='font-family: 함초롬바탕; letter-spacing: 0pt; font-size: 14pt;'>(218</span><span style='font-size: 14pt;'>석</span><span lang='EN-US' style='font-family: 함초롬바탕; letter-spacing: 0pt; font-size: 14pt;'>)</span><span style='font-size: 14pt;'>를 운영하고 있습니다</span><span lang='EN-US' style='font-family: 함초롬바탕; letter-spacing: 0pt; font-size: 14pt;'>.</span></p>","유료","","","","","","",""
